index,Drug_Name,Reason,Description
9343,Betavert MD 10mg Tablet 10Betavert OD 48mg Tablet 10'SBetavert 16mg Tablet 10'SBetavert 24mg Tablet 10'SBetavert 8mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9344,Betavert OD 16mg Tablet 10'SBetavert OD 24mg Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9345,BHT 8mg Tablet 10'SBHT 16mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9346,Biohistin 8mg Tablet 10'SBiohistin 16mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9347,Bixro 8Mg Tablet 10'sBixro 16Mg Tablet 10's,Vertigo,treatÂ vomiting (travel sickness)
9348,Bukatel 3mg Tablet 7'S,Vertigo,treat hearing difficulty
9349,Bvert 16mg Tablet 10'SBvert 8mg Tablet 10'SBvert 24mg Tablet 10'S,Vertigo,treat dizziness
9350,Bvert OD 48mg Tablet 10'SBvert OD 32mg Tablet 10'SBvert OD 24mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9351,Cimenza 20/40mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9352,Cinaver 25mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9353,Cindrate Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9354,CINRIZAL 25mg Tablet 10's,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9355,CINRIZAL D Tablet 10's,Vertigo,Â used to treat difficult sleeping (insomnia)
9356,CINRIZAL FORTE 75mg Tablet 10's,Vertigo,treatÂ vomiting (travel sickness)
9357,Cintigo 25mg Tablet 10'S,Vertigo,treat hearing difficulty
9358,Cintigo Forte Tablet 10'S,Vertigo,treat dizziness
9359,Cinzan 75mg Tablet 10'SCinzan 25mg Tablet 10'SCinzan DT 75mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9360,Cinzan DT 25mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9361,Diligan 25mg Tablet 15'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9362,Diligan CD Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9363,Dizikind MD Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9364,Dizikind MD 75mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9365,Diziliv Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9366,Diziron 75mg Tablet 10'SDiziron 25mg Tablet 20'S,Vertigo,treat hearing difficulty
9367,Diziron D Tablet 10'S,Vertigo,treat dizziness
9368,Dizitac Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9369,Domgil 15/20mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
9370,Draminate 50mg Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
9371,E Brium (Med Manor) Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9372,Eldatin 16mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9373,Emidoxyn MD Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9374,Emidoxyn Forte Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9375,Emigan 5mg Injection 2ml,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9376,Emin Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9377,Emvex 16mg Tablet 10'SEmvex 8mg Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9378,Estanox 16mg Tablet 10'S,Vertigo,treat hearing difficulty
9379,GB VERT 16mg Tablet 10'sGB Vert Tablet 10'S,Vertigo,treat dizziness
9380,Gemvert Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9381,Gidihist 16mg Tablet 10'SGidihist 24mg Tablet 10'SGidihist 8mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
9382,Gravol 50mg Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
9383,Haldol 1.5mg Tablet 10'SHaldol 0.5mg Tablet 10'SHaldol 2.5mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9384,Meni 16mg Tablet 10'SMeni 4mg Tablet 10'SMeni 8mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9385,Merislon 6mg Tablet 10'SMerislon 12mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9386,Methargo 0.20mg Injection 1mlMethargo 0.125mg Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9387,Mexiphen MD Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9388,MOGRAIN 10mg Tablet 10's,Vertigo,Â used to treat difficult sleeping (insomnia)
9389,MOSIC 20mg Tablet 10's,Vertigo,treatÂ vomiting (travel sickness)
9390,Msbeta 6mg Tablet 10'S,Vertigo,treat hearing difficulty
9391,Nausetil 5mg Tablet 10'S,Vertigo,treat dizziness
9392,Neuvert 8mg Tablet 10'SNeuvert 16mg Tablet 10'SNeuvert 24mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9393,Nimpod 30mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
9394,NOVERT 16mg Tablet 10's,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
9395,Nurohist 24mg Tablet 10'SNurohist 16mg Tablet 10'SNurohist 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9396,Phena Kid Syrup 60ml,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9397,Phenamin Syrup 60mlPhenamin 25mg Injection 1'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9398,Phenamin Plus Syrup 60ml,Vertigo,treatÂ vomiting (travel sickness)
9399,Phenercof Syrup 100ml,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9400,Phenergan 25mg Tablet 10'SPhenergan 10mg Tablet 10'SPhenergan Injection 2mlPhenergan Syrup 100ml,Vertigo,Â used to treat difficult sleeping (insomnia)
9401,Phenzee Syrup 60ml,Vertigo,treatÂ vomiting (travel sickness)
9402,Proctil 5Mg Tablet 10's,Vertigo,treat hearing difficulty
9403,Promethazine 10mg Tablet 10'S,Vertigo,treat dizziness
9404,SEZIN Tablet 10's,Vertigo,treat ringing in the ears (tinnitus)
9405,SEZIN DM Tablet 10's,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
9406,Spinfree Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
9407,Stablanz Tablet 10'SStablanz 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9408,Stugeron Tablet 25'SStugeron Plus Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9409,Stugeron Forte Tablet 20'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9410,Stugil Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9411,Sufi 25mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9412,Talendol 0.25mg Tablet 10'STalendol 10mg Tablet 10'STalendol 5mg Injection 1mlTalendol 1.5mg Tablet 10'STalendol 5mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9413,TINIVERT 16mg Tablet 10's,Vertigo,treatÂ vomiting (travel sickness)
9414,Vasograin Tablet 14'S,Vertigo,treat hearing difficulty
9415,Vasotop 30mg Tablet 10'S,Vertigo,treat dizziness
9416,Verbet 8mg Tablet 10'SVerbet 24mg Tablet 10'SVerbet 16mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9417,Vergo 75mg Tablet 10'SVergo 25mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
9418,VERNA MD 16mg Tablet 10'sVERNA MD 24mg Tablet 10'sVERNA MD 8mg Tablet 10's,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
9419,Vernil 8mg Tablet 10'SVernil 16mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9420,Vernil Plus Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9421,Verteze 16mg Tablet 10'SVerteze 8mg Tablet 10'SVerteze 24mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9422,Vertibil 16mg Tablet 10'SVertibil 8mg Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9423,Vertidiz 20/40mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9424,Vertidom Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9425,Vertiford 8mg Tablet 10'SVertiford Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9426,Vertigon 25mg Tablet 10'S,Vertigo,treat hearing difficulty
9427,Vertigon D 20/40mg Tablet 10'S,Vertigo,treat dizziness
9428,Vertigon Forte 75mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9429,Vertin 24mg Tablet 15'SVertin 32mg Tablet 10'SVertin OD 48mg Tablet 7'SVertin 16mg Tablet 10'SVertin 8mg Tablet 10'SVertin 8mg Tablet 15'SVertin OD 24mg Tablet 7'SVertin 16mg Tablet 15'SVertin 24mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
9430,Vertipress 8mg Tablet 10'SVertipress 24mg Tablet 10'SVertipress 16mg Tablet 10'S,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
9431,Vertirest 16mg Tablet 10'SVertirest 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9432,Vertirest OD 48mg Tablet 10'SVertirest OD 24mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9433,Vertiron 25mg Tablet 25'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9434,Vertistar 8mg Tablet 10'SVertistar 4mg Tablet 10'SVertistar MD 8mg Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9435,Vertistar MD 24mg Tablet 10'SVertistar MD 16mg Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9436,Vertistar Plus 8/10mg Tablet 10'SVertistar Plus 16/10mg Tablet 10'S,Vertigo,Â used to treat difficult sleeping (insomnia)
9437,Vertizac Tablet 10'SVertizac Tablet 15'S,Vertigo,treatÂ vomiting (travel sickness)
9438,Vertizine 25mg Tablet 10'S,Vertigo,treat hearing difficulty
9439,Vesbal 16mg Tablet 10'S,Vertigo,treat dizziness
9440,Vesbal 8mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9441,Vetahist 16/Sr Tablet 10'SVetahist MD 8mg Tablet 10'S,Vertigo,treat disorders of the inner ear that may affect balance (vertigo)
9442,VETAHIST G Tablet 10's,Vertigo,relieve the symptoms of travel (motion) sickness such as feeling sick and being sick
9443,Vetahist SR 48mg Tablet 10'S,Vertigo,treat ringing in the ears (tinnitus)
9444,VEZE 8mg Tablet 10's,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9445,VIGO 16mg Tablet 10's,Vertigo,Â used to treat difficult sleeping (insomnia)
9446,Vomirap 5mg Tablet 10'S,Vertigo,treatÂ vomiting (travel sickness)
9447,Vomivert Tablet 10'S,Vertigo,"used to treat conditions such as hay fever, rashes (nettle rash or hives)"
9448,Wertilin 48Mg Tablet 10'sWertilin Tablet 10'SWertilin 24Mg Tablet 10's,Vertigo,Â used to treat difficult sleeping (insomnia)
9449,Zevert 8mg Tablet 10'SZevert SR 24mg Tablet 14'SZevert SR 12mg Tablet 14'SZevert 16mg Tablet 10'SZevert MD 24mg Tablet 10'SZevert 24Mg Tablet 10's,Vertigo,treatÂ vomiting (travel sickness)
9450,ZEVERT MD 24mg Tablet 15'sZevert MD 16mg Tablet 15'SZevert MD 8mg Tablet 15'SZevert MD 8mg Tablet 10'S,Vertigo,treat hearing difficulty
9451,Zevert Pvg NF Tablet 10'S,Vertigo,treat dizziness
9452,A Bec L 600/300mg Tablet 30'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
9453,Abamune 300mg Tablet 30'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
9454,Abamune L Tablet 30'S,Viral,treat chickenpox and shingles
9455,Abavir 300mg Tablet 30'S,Viral,"treatsÂ cold sores, genital herpes and other herpes simplex infections"
9456,ACIV 800mg Tablet 10'sACIV 200mg Tablet 10'sACIV 400mg Tablet 10's,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
9457,Acivir DT 200mg Tablet 10'SAcivir DT 800mg Tablet 5'SAcivir Syrup 100mlAcivir Injection 10mlAcivir DT 400mg Tablet 5'SACIVIR Eye Drops 5mlAcivir Cream 5gmAcivir 500mg Injection 20ml,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
9458,Acloveer 400mg Tablet 10'S,Viral,treat chickenpox and shingles
9459,Acyclovir 800mg Ointment 5'S,Viral,"treatsÂ cold sores, genital herpes and other herpes simplex infections"
9460,Acylin 800mg Tablet 10'SAcylin 400mg Tablet 10'SAcylin 5% Cream 5gm,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
9461,Adesera 10mg Tablet 30'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
9462,Adfovir 10mg Tablet 10'S,Viral,control HIV (human immunodeficiency virus) infection
9463,Albavir 600mg Tablet 30'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
9464,Albavir Ped 60/30mg Tablet 60'S,Viral,treatÂ vomiting (travel sickness)
9465,Alentos 0.5mg Tablet 10'S,Viral,treat hearing difficulty
9466,ALFERON 3miu Injection 1's,Viral,treat dizziness
9467,Alltera Tablet 120'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
9468,Aluvia 200/50mg Tablet 120'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
9469,Aluvia FT 200/50mg Tablet 120'S,Viral,treat chickenpox and shingles
9470,Antiflu 75mg Capsule 10'SAntiflu Syrup 75ml,Viral,"treatsÂ cold sores, genital herpes and other herpes simplex infections"
9471,Anzavir R Tablet 30'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
9472,Atazor R Tablet 30'SAtazor R Kit 6'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
9473,Avonza Tablet 30'S,Viral,treat chickenpox and shingles
9474,Axentri 150mg Tablet 10'S,Viral,"treatsÂ cold sores, genital herpes and other herpes simplex infections"
9475,Axovir 800mg Tablet 10'SAxovir 400mg Tablet 10'SAxovir 250mg Injection 1'SAxovir 500mg Injection 1'SAxovir 200mg Tablet 10'S,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
9476,Baraclude 1mg Tablet 10'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
9477,Cimivir 400mg Tablet 28'SCimivir 400mg Tablet 7'S,Viral,control HIV (human immunodeficiency virus) infection
9478,Cimivir L Tablet 28'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
9479,Clarigard 500mg Tablet 10'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
9480,Cloviderm Ointment 5gm,Viral,treat chickenpox and shingles
9481,Clygan 1.5gm Gel 5gm,Viral,"treatsÂ cold sores, genital herpes and other herpes simplex infections"
9482,Cmvee 350mg Tablet 2'SCmvee 450mg Tablet 2'S,Viral,used to treat Human Immunodeficiency Virus (HIV) infection
9483,Cmvigone 450mg Tablet 4'S,Viral,used for the treatment of cold sores (Herpes simplex virus infections)
9484,Combivir 150/300mg Tablet 10'S,Viral,treat chickenpox and shingles
9485,Cronivir 0.5mg Tablet 30'S,Viral,"treatsÂ cold sores, genital herpes and other herpes simplex infections"
9486,CYCLOVIR 200mg Tablet 10's,Viral,sed to treat cytomegalovirus (CMV) retinitis in people who have acquired immunodeficiency syndrome (AIDS)
9487,Cymgal 450mg Tablet 10'S,Viral,"used to prevent CMV disease in people who have received a kidney, heart or kidney-pancreas transplant"
9488,Cytogan 250mg Capsule 10'S,Viral,control HIV (human immunodeficiency virus) infection
9489,Cytoganir TM 450mg Tablet 2'S,Viral,used to treat chronic (long-term) hepatitis C virus infection
